link,language,words,kudos,comments,bookmarks,hits
https://archiveofourown.org/works/15241164,English,"3,437",87,8,4,1690
https://archiveofourown.org/works/15241080,English,"1,215",67,4,3,1592
https://archiveofourown.org/works/15088985,English,"2,801",71,9,4,537
https://archiveofourown.org/works/14973011,English,"1,163",43,12,5,677
https://archiveofourown.org/works/14894105,English,"1,407",182,6,9,2960
https://archiveofourown.org/works/14888337,English,"8,806",9,3,1,636
https://archiveofourown.org/works/14846627,English,"3,605",201,13,21,1524
https://archiveofourown.org/works/14802308,English,"10,762",286,18,28,2389
https://archiveofourown.org/works/14729288,English,"2,355",229,17,21,1490
https://archiveofourown.org/works/46211047,English,"6,356",0,0,0,46
https://archiveofourown.org/works/33837037,English,772,70,0,2,630
https://archiveofourown.org/works/14418399,English,"1,306",121,4,3,1982
https://archiveofourown.org/works/14192739,English,"3,397",11,4,0,209
https://archiveofourown.org/works/14213979,English,"1,238",109,5,8,897
https://archiveofourown.org/works/14162991,English,"1,606",6,2,1,259
https://archiveofourown.org/works/13833576,English,"1,866",40,6,1,516
https://archiveofourown.org/works/13807095,English,"2,011",182,14,6,3615
https://archiveofourown.org/works/13439295,English,"21,120",156,16,8,1807
https://archiveofourown.org/works/13689675,English,"6,937",330,10,34,3238
https://archiveofourown.org/works/13488987,English,"2,038",72,7,7,726
https://archiveofourown.org/works/13427568,English,941,215,13,10,2352
https://archiveofourown.org/works/13384536,English,"1,699",227,12,14,2449
https://archiveofourown.org/works/13318089,English,"47,839",77,7,13,1763
https://archiveofourown.org/works/13250715,English,"2,138",178,7,17,2373
https://archiveofourown.org/works/46210537,English,"6,174",4,0,0,119
https://archiveofourown.org/works/13028247,English,"9,723",195,18,12,2586
https://archiveofourown.org/works/5754256,English,"25,721",131,44,11,2768
https://archiveofourown.org/works/12472404,English,"15,003",246,49,24,2975
https://archiveofourown.org/works/12406815,English,"35,146",145,23,19,2514
https://archiveofourown.org/works/12170793,English,"4,894",312,32,44,3977
https://archiveofourown.org/works/12182262,English,714,22,6,0,294
https://archiveofourown.org/works/12093402,English,"1,043",67,9,7,628
https://archiveofourown.org/works/11900835,English,"4,234",109,15,19,1200
https://archiveofourown.org/works/11878443,English,682,78,11,4,768
https://archiveofourown.org/works/11875134,English,"5,034",42,12,2,536
https://archiveofourown.org/works/11817630,English,"10,194",62,16,9,726
https://archiveofourown.org/works/8661736,English,"7,609",19,2,2,251
https://archiveofourown.org/works/11682549,English,"1,368",52,4,4,674
https://archiveofourown.org/works/11682078,English,"4,027",141,8,7,1737
https://archiveofourown.org/works/11286780,English,617,15,2,1,191
https://archiveofourown.org/works/8568871,English,"10,336",240,29,19,3540
https://archiveofourown.org/works/11008230,English,"3,184",103,14,5,1287
https://archiveofourown.org/works/10999392,English,"14,400",42,14,2,923
https://archiveofourown.org/works/10990965,English,"1,789",49,9,2,927
https://archiveofourown.org/works/10928415,English,"4,201",67,16,7,831
https://archiveofourown.org/works/10892523,English,"2,741",315,14,19,4095
https://archiveofourown.org/works/10708392,English,"1,246",124,6,5,1786
https://archiveofourown.org/works/9896033,English,"4,003",135,7,8,2000
https://archiveofourown.org/works/8964634,English,"2,801",19,3,0,254
https://archiveofourown.org/works/9548522,English,474,167,3,8,3683
https://archiveofourown.org/works/9490682,English,"1,490",4,0,0,142
https://archiveofourown.org/works/9062950,English,623,125,9,4,1556
https://archiveofourown.org/works/9057463,English,"2,978",4,0,0,120
https://archiveofourown.org/works/8786551,English,"1,991",403,17,22,4383
https://archiveofourown.org/works/8783401,English,902,50,6,6,495
https://archiveofourown.org/works/8739550,English,"1,101",224,8,18,2493
https://archiveofourown.org/works/8731648,English,"3,463",23,2,1,497
https://archiveofourown.org/works/8666605,English,607,46,2,3,939
https://archiveofourown.org/works/8667433,English,183,71,4,5,797
https://archiveofourown.org/works/8666857,English,218,40,4,2,476
https://archiveofourown.org/works/8625964,English,"1,934",44,4,1,452
https://archiveofourown.org/works/8607451,English,515,140,11,6,2117
https://archiveofourown.org/works/8456017,English,"15,585",105,20,24,1317
https://archiveofourown.org/works/8315419,English,905,15,5,0,224
https://archiveofourown.org/works/7804423,English,617,223,6,7,3292
https://archiveofourown.org/works/7669252,English,927,146,3,3,2579
https://archiveofourown.org/works/7584124,English,699,16,1,1,355
https://archiveofourown.org/works/7574554,English,"1,950",20,1,1,358
https://archiveofourown.org/works/7568299,English,"3,576",80,6,5,1179
https://archiveofourown.org/works/7567216,English,"9,796",34,10,1,449
https://archiveofourown.org/works/7334200,English,890,17,2,0,336
https://archiveofourown.org/works/34292530,English,"1,843",96,1,11,1712
https://archiveofourown.org/works/6172984,English,"21,695",121,56,10,2974
https://archiveofourown.org/works/6743134,English,"1,262",5,0,0,286
https://archiveofourown.org/works/6556612,English,"2,303",179,3,10,4026
https://archiveofourown.org/works/3841069,English,"4,114",314,20,13,5036
https://archiveofourown.org/works/5861695,English,"1,824",66,7,5,1454
https://archiveofourown.org/works/5754424,English,"1,405",148,5,9,3024
https://archiveofourown.org/works/5754394,English,"3,314",82,5,5,1910
https://archiveofourown.org/works/5726503,Bahasa Indonesia,"1,073",4,0,0,235
https://archiveofourown.org/works/5036569,English,"11,485",81,24,4,1596
https://archiveofourown.org/works/5590174,English,"1,674",99,2,5,1588
https://archiveofourown.org/works/4833506,English,"2,391",403,20,39,3561
https://archiveofourown.org/works/4774295,Bahasa Indonesia,"2,887",5,1,0,168
https://archiveofourown.org/works/4483883,Русский,558,5,0,0,100
https://archiveofourown.org/works/4248678,English,"6,739",68,11,7,809
https://archiveofourown.org/works/4243329,English,"3,082",58,13,3,1020
https://archiveofourown.org/works/4182219,English,"1,991",52,5,2,623
https://archiveofourown.org/works/4182480,English,473,57,2,2,720
https://archiveofourown.org/works/3846424,English,"3,307",306,17,36,2830
https://archiveofourown.org/works/3709479,English,"4,570",18,1,0,300
https://archiveofourown.org/works/2282274,English,"10,026",20,6,2,486
https://archiveofourown.org/works/1267453,English,"7,561",67,4,5,1249
https://archiveofourown.org/works/1169828,English,"1,102",109,9,5,1663
https://archiveofourown.org/works/1084801,English,462,182,13,12,3660
https://archiveofourown.org/works/45743218,English,"5,238",105,29,8,964
https://archiveofourown.org/works/46450045,English,"9,559",188,73,14,"1,965"
https://archiveofourown.org/works/46609009,English,"2,663",18,3,0,310
https://archiveofourown.org/works/46227607,English,"9,564",179,50,16,"1,856"
https://archiveofourown.org/works/46606960,English,"1,703",59,8,0,552
https://archiveofourown.org/works/46234456,English,"12,705",77,46,11,976
https://archiveofourown.org/works/44688367,English,"84,952",639,293,87,"13,058"
https://archiveofourown.org/works/46464568,English,"3,891",38,4,9,455
https://archiveofourown.org/works/46586020,English,"1,005",12,4,2,107
https://archiveofourown.org/works/46466728,English,"16,868",15,16,1,176
https://archiveofourown.org/works/46585030,English,534,13,2,0,250
https://archiveofourown.org/works/46544200,English,"1,978",32,10,5,196
https://archiveofourown.org/works/46552432,English,"2,756",62,29,6,223
https://archiveofourown.org/works/46552339,English,"2,126",45,22,9,194
https://archiveofourown.org/works/46548598,English,920,6,2,1,45
https://archiveofourown.org/works/46514437,English,"2,870",87,15,3,479
https://archiveofourown.org/works/46408204,English,"6,785",174,38,11,"1,406"
https://archiveofourown.org/works/46235371,English,"1,693",51,8,2,287
https://archiveofourown.org/works/42140697,English,"3,314",33,0,5,"1,087"
https://archiveofourown.org/works/46461532,English,"1,802",41,3,3,412
https://archiveofourown.org/works/46458169,English,"1,715",107,10,8,816
https://archiveofourown.org/works/46454686,English,"3,508",171,48,10,950
https://archiveofourown.org/works/46421422,English,"3,263",50,3,7,350
https://archiveofourown.org/works/46218217,English,"14,793",5,8,1,135
https://archiveofourown.org/works/46415074,English,"2,586",37,9,1,386
https://archiveofourown.org/works/46369297,English,"11,182",50,19,3,586
https://archiveofourown.org/works/46201771,English,"15,823",92,73,11,"1,574"
https://archiveofourown.org/works/46341136,English,"1,144",236,16,20,"1,209"
https://archiveofourown.org/works/44803643,English,"18,849",97,36,11,"1,591"
https://archiveofourown.org/works/45967144,English,"12,441",116,39,12,"1,841"
https://archiveofourown.org/works/45953287,English,"19,212",324,164,27,"6,315"
https://archiveofourown.org/works/46326508,English,"3,227",26,2,0,120
https://archiveofourown.org/works/46295896,English,768,13,4,1,281
https://archiveofourown.org/works/46295437,English,"4,170",105,4,8,"1,363"
https://archiveofourown.org/works/45984499,English,"18,145",57,10,6,911
https://archiveofourown.org/works/46286233,English,369,23,4,1,223
https://archiveofourown.org/works/46227298,English,"1,395",37,6,1,309
https://archiveofourown.org/works/46227922,English,"2,898",219,37,25,"1,094"
https://archiveofourown.org/works/46225762,English,"1,709",111,17,10,770
https://archiveofourown.org/works/46191514,English,"1,029",95,23,4,778
https://archiveofourown.org/works/46099660,English,"4,693",38,8,2,"1,049"
https://archiveofourown.org/works/46179229,English,"3,627",27,3,3,113
https://archiveofourown.org/works/45689383,English,"6,014",32,6,2,690
https://archiveofourown.org/works/46128898,English,"2,038",84,9,5,681
https://archiveofourown.org/works/45433495,English,"11,763",93,37,21,"1,159"
https://archiveofourown.org/works/46120477,English,"2,240",233,31,16,"1,621"
https://archiveofourown.org/works/46117258,English,"2,730",309,42,30,"1,861"
https://archiveofourown.org/works/46114156,English,"2,913",68,9,4,"1,604"
https://archiveofourown.org/works/46093663,English,"1,551",138,14,13,716
https://archiveofourown.org/works/46092328,English,"2,670",231,21,33,"1,213"
https://archiveofourown.org/works/46056208,English,"1,219",117,8,6,762
https://archiveofourown.org/works/45937120,English,"2,301",51,3,2,377
https://archiveofourown.org/works/45908236,English,"2,622",106,2,5,"1,427"
https://archiveofourown.org/works/46030216,English,"1,101",87,24,6,549
https://archiveofourown.org/works/45705571,English,"1,400",68,5,4,738
https://archiveofourown.org/works/46027813,English,"2,321",13,3,0,128
https://archiveofourown.org/works/45997003,English,"8,339",244,33,48,"1,388"
https://archiveofourown.org/works/45996211,English,"1,913",193,11,21,970
https://archiveofourown.org/works/45996049,English,"4,888",53,2,6,439
https://archiveofourown.org/works/45878509,English,"3,335",134,7,9,"1,116"
https://archiveofourown.org/works/45960052,English,"5,397",84,17,8,469
https://archiveofourown.org/works/45961612,English,"2,015",71,21,6,403
https://archiveofourown.org/works/45961165,English,"5,018",181,6,27,"1,190"
https://archiveofourown.org/works/45953320,English,"2,630",81,1,3,678
https://archiveofourown.org/works/45953092,English,"5,019",14,3,2,155
https://archiveofourown.org/works/45779782,English,"3,220",76,20,11,625
https://archiveofourown.org/works/45950230,English,"1,296",115,12,9,780
https://archiveofourown.org/works/45950098,English,"1,527",35,0,0,315
https://archiveofourown.org/works/45929959,English,"1,860",268,24,22,"1,556"
https://archiveofourown.org/works/45657259,English,"31,919",335,174,36,"5,691"
https://archiveofourown.org/works/45927412,English,"1,282",143,14,5,712
https://archiveofourown.org/works/45925663,English,"1,964",137,10,14,"1,218"
https://archiveofourown.org/works/45912121,English,"2,161",127,14,6,645
https://archiveofourown.org/works/45911998,English,"1,085",100,6,8,804
https://archiveofourown.org/works/45911911,English,444,103,5,3,682
https://archiveofourown.org/works/45897112,English,"1,384",74,1,7,634
https://archiveofourown.org/works/45892684,English,"4,054",79,10,6,382
https://archiveofourown.org/works/45894358,English,"1,088",94,2,3,655
https://archiveofourown.org/works/45894163,English,"2,869",266,34,12,"1,616"
https://archiveofourown.org/works/45892138,English,"3,893",84,7,10,"1,311"
https://archiveofourown.org/works/45856504,English,"2,287",47,1,3,449
https://archiveofourown.org/works/45853579,English,"1,691",23,0,3,228
https://archiveofourown.org/works/45851230,English,"1,446",82,28,6,502
https://archiveofourown.org/works/45849280,English,"3,405",140,27,19,713
https://archiveofourown.org/works/45810253,English,"1,926",353,28,29,"2,466"
https://archiveofourown.org/works/45653299,English,"11,399",381,95,45,"3,560"
https://archiveofourown.org/works/45603859,English,"11,746",390,117,54,"7,421"
https://archiveofourown.org/works/45746728,English,"2,355",113,4,7,920
https://archiveofourown.org/works/45745054,English,"2,883",55,8,4,235
https://archiveofourown.org/works/45745150,English,"12,752",67,13,15,623
https://archiveofourown.org/works/45742834,English,"2,774",44,2,4,229
https://archiveofourown.org/works/45692212,English,"2,556",120,12,11,709
https://archiveofourown.org/works/45691075,English,"2,846",166,12,13,"1,393"
https://archiveofourown.org/works/45689869,Русский,872,2,0,0,14
https://archiveofourown.org/works/45639625,English,"1,543",154,8,12,"1,247"
https://archiveofourown.org/works/45633973,English,"7,335",275,30,33,"2,608"
https://archiveofourown.org/works/45410845,English,"3,029",46,11,7,474
https://archiveofourown.org/works/45585871,English,619,28,6,0,193
https://archiveofourown.org/works/45089905,English,"7,290",296,63,53,"2,471"
https://archiveofourown.org/works/45568510,English,"3,456",167,17,14,"1,394"
https://archiveofourown.org/works/45581857,English,"1,386",11,0,0,189
https://archiveofourown.org/works/45552913,English,744,194,7,11,"1,167"
https://archiveofourown.org/works/45552436,English,"1,813",187,5,9,"1,597"
https://archiveofourown.org/works/45550276,English,"3,674",212,13,15,"2,230"
https://archiveofourown.org/works/45515191,English,"2,014",108,9,12,737
https://archiveofourown.org/works/45514036,English,"2,555",112,8,14,875
https://archiveofourown.org/works/45484000,English,"3,317",191,12,23,"1,299"
https://archiveofourown.org/works/45481588,English,343,35,0,3,270
https://archiveofourown.org/works/45480853,English,"4,613",267,18,34,"3,542"
https://archiveofourown.org/works/45477412,English,"1,365",47,4,3,271
https://archiveofourown.org/works/45433192,English,443,67,6,5,547
https://archiveofourown.org/works/45409813,English,"2,198",135,6,10,"2,714"
https://archiveofourown.org/works/45429940,English,"4,991",453,23,48,"2,938"
https://archiveofourown.org/works/45388645,English,"1,469",98,6,8,"1,450"
https://archiveofourown.org/works/45385342,English,"8,364",133,14,13,"2,854"
https://archiveofourown.org/works/45276019,English,"9,449",390,66,62,"3,000"
https://archiveofourown.org/works/45350554,English,977,67,0,3,702
https://archiveofourown.org/works/45350095,English,"1,986",67,11,11,367
https://archiveofourown.org/works/45346141,English,"1,415",202,18,15,"1,611"
https://archiveofourown.org/works/45261820,English,"3,936",30,14,6,412
https://archiveofourown.org/works/45305773,English,"1,609",62,3,8,628
https://archiveofourown.org/works/45301822,English,"2,779",329,24,46,"2,259"
https://archiveofourown.org/works/44863678,English,"10,290","1,226",231,218,"10,141"
https://archiveofourown.org/works/45203569,English,0,10,2,0,215
https://archiveofourown.org/works/45199969,English,"3,075",307,30,30,"2,238"
https://archiveofourown.org/works/45164260,English,352,15,2,0,166
https://archiveofourown.org/works/45163615,English,"1,143",139,2,14,"1,106"
https://archiveofourown.org/works/45160414,English,"3,476",336,30,45,"2,178"
https://archiveofourown.org/works/45158929,English,"4,144",567,18,65,"3,025"
https://archiveofourown.org/works/45157360,English,869,63,4,10,384
https://archiveofourown.org/works/44850031,English,"17,291",985,206,115,"14,508"
https://archiveofourown.org/works/45116185,English,"1,655",561,44,71,"4,011"
https://archiveofourown.org/works/45112600,English,"5,053",108,20,19,909
https://archiveofourown.org/works/45111796,English,"34,828",162,48,21,"1,879"
https://archiveofourown.org/works/30891377,English,"6,930",116,34,9,"1,079"
https://archiveofourown.org/works/45034421,English,"2,805",68,2,4,599
https://archiveofourown.org/works/45040081,English,355,232,7,13,"1,795"
https://archiveofourown.org/works/44973634,English,"5,490",169,13,27,"1,202"
https://archiveofourown.org/works/44967292,English,966,42,0,3,806
https://archiveofourown.org/works/44953672,English,"2,928",70,7,10,509
https://archiveofourown.org/works/44948692,English,"1,205",155,2,6,"2,516"
https://archiveofourown.org/works/44886472,English,"2,808",447,12,44,"3,537"
https://archiveofourown.org/works/44882212,English,"5,549",64,6,8,536
https://archiveofourown.org/works/44881549,English,"1,190",36,3,2,291
https://archiveofourown.org/works/44878681,English,"1,603",230,20,17,"2,106"
https://archiveofourown.org/works/44681728,English,"4,658",37,2,3,822
https://archiveofourown.org/works/44798203,English,"1,168",151,13,10,"1,140"
https://archiveofourown.org/works/44795302,English,639,262,12,14,"3,173"
https://archiveofourown.org/works/44678002,English,"2,266",299,13,35,"5,085"
https://archiveofourown.org/works/44665540,English,"2,123",336,54,25,"3,562"
https://archiveofourown.org/works/44693524,English,"4,048",66,15,1,"2,665"
https://archiveofourown.org/works/44690743,English,"1,372",431,16,39,"3,381"
https://archiveofourown.org/works/44503669,English,530,34,5,1,436
https://archiveofourown.org/works/44408626,English,"1,417",192,10,18,"2,832"
https://archiveofourown.org/works/44400694,English,731,86,3,12,949
https://archiveofourown.org/works/44365036,English,"1,505",232,27,12,"1,635"
https://archiveofourown.org/works/43845204,English,"2,210",96,4,4,"1,055"
https://archiveofourown.org/works/43844863,English,"1,381",83,4,7,"1,074"
https://archiveofourown.org/works/43838622,English,"2,325",103,8,8,837
https://archiveofourown.org/works/42804060,English,"1,145",39,9,3,472
https://archiveofourown.org/works/42673851,Українська,"8,000",12,21,1,120
https://archiveofourown.org/works/42733362,English,"2,832",179,19,19,"1,012"
https://archiveofourown.org/works/42698055,English,"5,383",11,6,0,95
https://archiveofourown.org/works/40049298,Українська,"2,049",16,10,0,55
https://archiveofourown.org/works/39724113,Українська,"1,579",35,26,1,263
https://archiveofourown.org/works/39644610,English,"5,945",69,6,12,587
https://archiveofourown.org/works/39371013,English,"1,330",113,17,9,976
https://archiveofourown.org/works/37044562,English,"2,036",14,8,1,118
https://archiveofourown.org/works/35961451,English,"1,252",98,4,5,"3,388"
https://archiveofourown.org/works/33994177,English,570,19,1,1,385
https://archiveofourown.org/works/33828766,English,"2,090",42,6,4,620
https://archiveofourown.org/works/33632479,English,"1,918",36,4,1,"2,821"
https://archiveofourown.org/works/33673495,English,"2,784",94,8,8,608
https://archiveofourown.org/works/32400166,English,233,11,9,1,89
https://archiveofourown.org/works/25455178,English,"5,186",18,11,1,658
https://archiveofourown.org/works/32090698,English,"3,752",13,0,2,177
https://archiveofourown.org/works/21889033,English,"11,708",211,28,16,"2,600"
https://archiveofourown.org/works/31227620,English,"74,293",19,3,1,388
https://archiveofourown.org/works/28327506,English,"2,457",42,0,3,327
https://archiveofourown.org/works/28325595,English,"2,239",128,3,11,916
https://archiveofourown.org/works/28318842,English,"1,365",56,5,6,404
https://archiveofourown.org/works/27524713,English,"7,598",59,10,4,"1,274"
https://archiveofourown.org/works/19069897,English,"33,175",415,139,62,"5,081"
https://archiveofourown.org/works/27405940,English,"1,951",533,47,54,"4,500"
https://archiveofourown.org/works/27289444,English,926,770,28,70,"4,582"
https://archiveofourown.org/works/17711312,English,"51,587",41,7,10,"1,635"
https://archiveofourown.org/works/25885441,English,"1,300",23,2,2,495
https://archiveofourown.org/works/25940761,English,"2,337",103,18,13,778
https://archiveofourown.org/works/25940392,English,"10,662",25,8,0,780
https://archiveofourown.org/works/25148770,English,"1,397",99,9,5,910
https://archiveofourown.org/works/24993562,English,"4,189",36,2,5,494
https://archiveofourown.org/works/23971717,English,"1,103",114,9,4,"1,841"
https://archiveofourown.org/works/23957722,English,"1,705",218,16,22,"1,761"
https://archiveofourown.org/works/23740597,English,"1,626",143,14,6,"1,249"
https://archiveofourown.org/works/23654395,English,236,29,0,3,273
https://archiveofourown.org/works/22699609,English,"1,593",276,23,27,"2,070"
https://archiveofourown.org/works/22640254,English,"6,226",24,2,0,"2,775"
https://archiveofourown.org/works/22639894,English,"1,654",73,8,6,576
https://archiveofourown.org/works/22530301,English,"1,126",31,5,2,201
https://archiveofourown.org/works/21514015,English,"1,091",10,0,0,309
https://archiveofourown.org/works/12107301,English,"17,501",665,49,93,"8,779"
https://archiveofourown.org/works/20085940,English,"1,921",105,0,5,"1,568"
https://archiveofourown.org/works/20048701,English,"1,672",98,1,10,"1,404"
https://archiveofourown.org/works/19939318,English,"6,098",68,12,8,488
https://archiveofourown.org/works/17745068,English,"2,071",80,12,5,"1,111"
https://archiveofourown.org/works/17239847,English,"2,609",137,4,12,"1,324"
https://archiveofourown.org/works/17174525,English,"1,436",41,8,7,299
https://archiveofourown.org/works/17118065,English,"2,075",130,15,5,"1,194"
https://archiveofourown.org/works/17042135,English,"1,637",39,3,2,409
https://archiveofourown.org/works/15931664,English,"3,571",470,27,36,"9,633"
https://archiveofourown.org/works/17183273,English,"8,507",31,14,2,632
https://archiveofourown.org/works/15260967,English,935,13,0,0,284
https://archiveofourown.org/works/15260895,English,"4,717",39,4,4,"1,727"
https://archiveofourown.org/works/15260841,English,"1,219",116,12,7,"2,045"
https://archiveofourown.org/works/15260751,English,"1,098",113,8,4,"1,268"
https://archiveofourown.org/works/14137068,English,"3,421",129,12,5,"2,005"
https://archiveofourown.org/works/14131158,English,590,53,6,3,327
https://archiveofourown.org/works/13906929,English,"1,214",145,8,4,"2,489"
https://archiveofourown.org/works/13882539,English,960,110,5,7,"1,279"
https://archiveofourown.org/works/12171450,English,"1,445",79,16,4,887
https://archiveofourown.org/works/12174075,English,"1,057",50,7,1,406
https://archiveofourown.org/works/12130890,English,"9,573",336,40,30,"3,823"
https://archiveofourown.org/works/12130383,English,"1,002",190,12,12,"2,823"
https://archiveofourown.org/works/10655598,English,"2,277",38,3,1,756
https://archiveofourown.org/works/10543762,English,"5,827",25,0,2,377
https://archiveofourown.org/works/10333154,English,"5,681",559,30,67,"7,129"
https://archiveofourown.org/works/10321988,English,442,22,5,1,150
https://archiveofourown.org/works/8107966,English,"1,882",91,12,8,764
https://archiveofourown.org/works/7898905,English,"1,665",19,4,0,247
https://archiveofourown.org/works/7849768,English,"3,917",37,13,5,403
https://archiveofourown.org/works/5443742,English,"9,196",45,11,5,809
https://archiveofourown.org/works/4858055,English,"4,604",624,23,77,"6,219"
